Product ID,Product Name,Category,Sub-Category,Price Per Unit
OFF-PA-10003969,"Green Bar Note Cards, 8.5 x 11",Office Supplies,Paper,14.97
OFF-AP-10003236,"Hoover Blender, Black",Office Supplies,Appliances,42.06
TEC-CO-10001093,"HP Personal Copier, Digital",Technology,Copiers,37.95
FUR-ADV-10001283,"Advantus Frame, Black",Furniture,Furnishings,81.3
OFF-BRE-10004310,"Breville Blender, Black",Office Supplies,Appliances,52.16
OFF-ST-10003807,"Eldon Folders, Wire Frame",Office Supplies,Storage,8.82
OFF-PA-10004261,"Green Bar Memo Slips, 8.5 x 11",Office Supplies,Paper,9.13
OFF-GLO-10000201,"GlobeWeis Clasp Envelope, Recycled",Office Supplies,Envelopes,6.62
TEC-MA-10000172,"StarTech Inkjet, Wireless",Technology,Machines,135.44
TEC-PH-10000298,"Nokia Speaker Phone, Cordless",Technology,Phones,90.9
FUR-BO-10003199,"Bush Classic Bookcase, Mobile",Furniture,Bookcases,165.97
TEC-AC-10001974,"Logitech Memory Card, Bluetooth",Technology,Accessories,81.5
OFF-BI-10004795,"Avery Binding Machine, Clear",Office Supplies,Binders,40.2
OFF-EN-10000096,"Jiffy Clasp Envelope, with clear poly window",Office Supplies,Envelopes,6.95
OFF-AP-10004136,Kensington 6 Outlet SmartSocket Surge Protector,Office Supplies,Appliances,30.69
TEC-PH-10000688,"Nokia Speaker Phone, VoIP",Technology,Phones,79.63
TEC-HEW-10001710,"Hewlett Ink, Laser",Technology,Copiers,122.59
OFF-PA-10002925,"Enermax Cards & Envelopes, Multicolor",Office Supplies,Paper,26.25
OFF-FA-10002983,Advantus SlideClip Paper Clips,Office Supplies,Fasteners,1.58
OFF-AP-10003497,"KitchenAid Microwave, Red",Office Supplies,Appliances,159.99
TEC-AC-10002364,"Enermax Router, USB",Technology,Accessories,156.24
FUR-TA-10002568,"Chromcraft Coffee Table, Rectangular",Furniture,Tables,221.61
FUR-SAU-10002043,"Sauder Floating Shelf Set, Metal",Furniture,Bookcases,130.34
OFF-EN-10001346,"GlobeWeis Interoffice Envelope, Security-Tint",Office Supplies,Envelopes,16.02
OFF-AP-10003577,"Cuisinart Blender, Black",Office Supplies,Appliances,61.73
OFF-EN-10003520,"Kraft Mailers, Recycled",Office Supplies,Envelopes,30.01
OFF-PA-10004835,"Enermax Computer Printout Paper, Multicolor",Office Supplies,Paper,10.3
OFF-FA-10004108,"Accos Rubber Bands, 12 Pack",Office Supplies,Fasteners,7.55
TEC-PH-10003752,"Nokia Office Telephone, VoIP",Technology,Phones,36.25
OFF-EN-10004604,"Ames Peel and Seal, Set of 50",Office Supplies,Envelopes,8.1
TEC-PAN-10001593,"Panasonic Calculator, Durable",Technology,Machines,43.07
TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,Technology,Machines,198.09
FUR-BO-10003112,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,73.19
OFF-FA-10003816,"Stockwell Staples, Metal",Office Supplies,Fasteners,8.86
FUR-CH-10003808,"Harbour Creations Steel Folding Chair, Adjustable",Furniture,Chairs,63.6
OFF-AP-10003354,"KitchenAid Microwave, White",Office Supplies,Appliances,184.86
TEC-MA-10003953,"Epson Inkjet, Durable",Technology,Machines,157.94
FUR-FU-10000980,"Advantus Photo Frame, Duo Pack",Furniture,Furnishings,25.77
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,54.41
TEC-MA-10002981,I.R.I.S IRISCard Anywhere 5 Card Scanner,Technology,Machines,65.24
OFF-PA-10001409,"Green Bar Memo Slips, Multicolor",Office Supplies,Paper,8.5
FUR-HON-10003080,"Hon Computer Table, Adjustable Height",Furniture,Tables,408.42
TEC-MA-10001139,"Okidata Receipt Printer, Wireless",Technology,Machines,85.09
TEC-AC-10002076,Microsoft Natural Keyboard Elite,Technology,Accessories,49.01
OFF-AVE-10001367,"Avery Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,6.94
OFF-JIF-10000843,"Jiffy Manila Envelope, Set of 50",Office Supplies,Envelopes,14.27
FUR-FU-10003326,"Eldon Photo Frame, Duo Pack",Furniture,Furnishings,21.95
FUR-TA-10000075,"Bevis Coffee Table, Fully Assembled",Furniture,Tables,161.45
OFF-FA-10004839,"Accos Clamps, Metal",Office Supplies,Fasteners,12.47
TEC-CO-10004191,"HP Ink, Laser",Technology,Copiers,68.04
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,47.04
TEC-AC-10000598,"Belkin Flash Drive, USB",Technology,Accessories,20.24
OFF-BI-10002510,"Acco Index Tab, Clear",Office Supplies,Binders,3.37
TEC-PH-10002104,"Cisco Speaker Phone, Cordless",Technology,Phones,82.02
TEC-MA-10003185,"Epson Phone, Red",Technology,Machines,59.05
OFF-EN-10002936,"GlobeWeis Business Envelopes, with clear poly window",Office Supplies,Envelopes,12.95
OFF-EN-10003615,"GlobeWeis Interoffice Envelope, with clear poly window",Office Supplies,Envelopes,35.32
FUR-BO-10003878,"Safco Corner Shelving, Mobile",Furniture,Bookcases,63.6
OFF-AP-10003431,"Hamilton Beach Toaster, Red",Office Supplies,Appliances,29.28
OFF-PA-10003232,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper,23.37
TEC-MA-10001411,"Epson Calculator, Wireless",Technology,Machines,20.76
OFF-JIF-10004777,"Jiffy Clasp Envelope, Recycled",Office Supplies,Envelopes,4.2
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,304.12
OFF-LA-10001067,"Smead Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,7.16
TEC-MA-10000112,Panasonic KX MB2061 Multifunction Printer,Technology,Machines,202.46
TEC-STA-10002286,"StarTech Receipt Printer, White",Technology,Machines,67.49
OFF-AR-10001862,"Boston Pens, Water Color",Office Supplies,Art,8.51
FUR-TEN-10002418,"Tenex Clock, Duo Pack",Furniture,Furnishings,30.66
OFF-SU-10003879,"Kleencut Shears, High Speed",Office Supplies,Supplies,23.21
TEC-MA-10003730,"StarTech Card Printer, White",Technology,Machines,46.08
OFF-LA-10004181,"Novimex File Folder Labels, Adjustable",Office Supplies,Labels,3.06
OFF-SU-10003936,Acme Serrated Blade Letter Opener,Office Supplies,Supplies,2.87
OFF-XER-10003104,"Xerox Memo Slips, Recycled",Office Supplies,Paper,11.3
FUR-TA-10001228,"Bevis Training Table, Rectangular",Furniture,Tables,285.64
OFF-KIT-10003990,"KitchenAid Toaster, Silver",Office Supplies,Appliances,42.75
FUR-BEV-10004805,"Bevis Conference Table, Rectangular",Furniture,Tables,413.98
FUR-BO-10004425,"Sauder Library with Doors, Mobile",Furniture,Bookcases,166.62
OFF-PA-10004286,"Enermax Cards & Envelopes, Recycled",Office Supplies,Paper,29.54
FUR-FU-10003976,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,Furnishings,7.44
FUR-TA-10000695,"Lesro Wood Table, Rectangular",Furniture,Tables,170.67
TEC-CO-10001352,"HP Ink, Digital",Technology,Copiers,80.8
OFF-AR-10000660,"Boston Canvas, Water Color",Office Supplies,Art,54.78
OFF-EAT-10004036,"Eaton Parchment Paper, Premium",Office Supplies,Paper,10.48
TEC-PH-10004714,"Motorola Office Telephone, VoIP",Technology,Phones,38.93
FUR-TA-10000805,"Bevis Wood Table, Adjustable Height",Furniture,Tables,162.52
TEC-CO-10004394,"Canon Wireless Fax, Digital",Technology,Copiers,340.93
TEC-PH-10001845,"Apple Speaker Phone, VoIP",Technology,Phones,78.76
OFF-ST-10002318,"Smead Box, Industrial",Office Supplies,Storage,5.03
TEC-AC-10001748,"SanDisk Flash Drive, USB",Technology,Accessories,31.38
FUR-BO-10003181,"Safco Corner Shelving, Metal",Furniture,Bookcases,144.15
FUR-IKE-10003053,"Ikea 3-Shelf Cabinet, Mobile",Furniture,Bookcases,81.7
TEC-MA-10001128,"StarTech Card Printer, White",Technology,Machines,85.94
OFF-EN-10004507,"GlobeWeis Mailers, Set of 50",Office Supplies,Envelopes,18.62
OFF-SU-10003046,"Elite Letter Opener, Steel",Office Supplies,Supplies,11.83
OFF-SAN-10004602,"SanDisk Parchment Paper, 8.5 x 11",Office Supplies,Paper,13.02
OFF-AP-10001630,"Hamilton Beach Microwave, Black",Office Supplies,Appliances,133.25
OFF-AP-10002734,Holmes Harmony HEPA Air Purifier for 17 x 20 Room,Office Supplies,Appliances,109.03
TEC-AC-10001720,"Enermax Memory Card, Bluetooth",Technology,Accessories,82.72
OFF-GRE-10003334,"Green Bar Parchment Paper, 8.5 x 11",Office Supplies,Paper,11.06
OFF-EN-10003858,"Jiffy Manila Envelope, Recycled",Office Supplies,Envelopes,13.52
TEC-AC-10004127,SanDisk Cruzer 8 GB USB Flash Drive,Technology,Accessories,7.11
TEC-AC-10003463,"Enermax Numeric Keypad, USB",Technology,Accessories,35.29
OFF-PA-10001735,"Xerox Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,35.44
OFF-SU-10001397,"Acme Box Cutter, Steel",Office Supplies,Supplies,19.81
TEC-MA-10000752,Texas Instrument TI-15 Fraction Calculator,Technology,Machines,7.64
OFF-PA-10001691,"Green Bar Note Cards, Premium",Office Supplies,Paper,26.08
TEC-CO-10003496,"Brother Wireless Fax, Digital",Technology,Copiers,179.76
FUR-BO-10001436,"Bush Corner Shelving, Traditional",Furniture,Bookcases,82.01
TEC-AC-10002815,"SanDisk Keyboard, Erganomic",Technology,Accessories,42.26
TEC-PAN-10000391,"Panasonic Printer, Red",Technology,Machines,177.99
OFF-LA-10004648,"Avery Color Coded Labels, 5000 Label Set",Office Supplies,Labels,5.35
OFF-LA-10003077,Avery 500,Office Supplies,Labels,3.69
FUR-BAR-10004434,"Barricks Wood Table, Rectangular",Furniture,Tables,179.43
FUR-TA-10003855,"Lesro Round Table, with Bottom Storage",Furniture,Tables,202.58
OFF-AR-10003477,4009 Highlighters,Office Supplies,Art,0.83
OFF-FEL-10001796,"Fellowes Trays, Single Width",Office Supplies,Storage,26.2
FUR-CHR-10002686,"Chromcraft Computer Table, Adjustable Height",Furniture,Tables,97.91
TEC-MA-10001248,"StarTech Inkjet, Wireless",Technology,Machines,270.87
FUR-TA-10001968,"Bevis Computer Table, with Bottom Storage",Furniture,Tables,372.57
TEC-SHA-10003353,"Sharp Copy Machine, High-Speed",Technology,Copiers,127.89
TEC-MA-10003885,"Okidata Calculator, Wireless",Technology,Machines,46.41
OFF-PA-10004881,"Xerox Computer Printout Paper, Recycled",Office Supplies,Paper,14.19
TEC-MA-10004975,"Konica Calculator, White",Technology,Machines,36.22
OFF-PA-10002292,"SanDisk Computer Printout Paper, Recycled",Office Supplies,Paper,13.65
OFF-LA-10003821,"Smead Shipping Labels, Alphabetical",Office Supplies,Labels,4.35
OFF-PA-10002193,"Xerox Memo Slips, 8.5 x 11",Office Supplies,Paper,8.74
OFF-FA-10004377,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners,7.82
TEC-PH-10001754,"Cisco Office Telephone, with Caller ID",Technology,Phones,55.79
OFF-CAM-10002734,"Cameo Clasp Envelope, with clear poly window",Office Supplies,Envelopes,7.6
OFF-EN-10002034,"Ames Peel and Seal, with clear poly window",Office Supplies,Envelopes,15.77
OFF-BI-10000707,"Wilson Jones 3-Hole Punch, Economy",Office Supplies,Binders,22.7
TEC-CO-10001196,"Brother Fax Machine, Color",Technology,Copiers,253.73
FUR-BO-10004681,"Ikea Stackable Bookrack, Metal",Furniture,Bookcases,76.17
TEC-MA-10001731,"Okidata Card Printer, White",Technology,Machines,71.18
OFF-LA-10003674,"Hon Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,6.66
OFF-BI-10000287,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,3.25
TEC-MA-10000122,"Okidata Calculator, Red",Technology,Machines,25.16
OFF-FIS-10004882,"Fiskars Shears, Easy Grip",Office Supplies,Supplies,42.33
OFF-STO-10003728,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,Fasteners,11.65
OFF-STO-10000128,"Stockwell Push Pins, Metal",Office Supplies,Fasteners,13.16
FUR-TA-10002172,"Hon Conference Table, Rectangular",Furniture,Tables,509.51
OFF-LA-10001538,"Hon File Folder Labels, 5000 Label Set",Office Supplies,Labels,5.58
FUR-NOV-10004925,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,238.06
TEC-PH-10002916,"Apple Speaker Phone, with Caller ID",Technology,Phones,60.12
TEC-PH-10004830,Pyle PRT45 Retro Home Telephone,Technology,Phones,36.57
OFF-AP-10001130,"Breville Toaster, Black",Office Supplies,Appliances,38.54
TEC-AC-10001590,Dell Slim USB Multimedia Keyboard,Technology,Accessories,17.53
FUR-TA-10003782,"Lesro Training Table, Rectangular",Furniture,Tables,100.29
FUR-RUB-10003518,"Rubbermaid Door Stop, Erganomic",Furniture,Furnishings,27.93
FUR-RUB-10004036,"Rubbermaid Stacking Tray, Erganomic",Furniture,Furnishings,14.38
OFF-SU-10002710,"Fiskars Trimmer, High Speed",Office Supplies,Supplies,29.88
OFF-STO-10001693,"Stockwell Paper Clips, Assorted Sizes",Office Supplies,Fasteners,10.34
OFF-FA-10000790,"Stockwell Rubber Bands, Bulk Pack",Office Supplies,Fasteners,7.52
FUR-BO-10001271,"Sauder Classic Bookcase, Pine",Furniture,Bookcases,145.99
FUR-FU-10003717,"Deflect-O Light Bulb, Black",Furniture,Furnishings,6.03
TEC-AC-10003518,"Logitech Router, USB",Technology,Accessories,186.46
OFF-FA-10003990,"Stockwell Clamps, Metal",Office Supplies,Fasteners,17.51
OFF-SU-10004919,"Acme Letter Opener, High Speed",Office Supplies,Supplies,22.33
TEC-MA-10003625,"Panasonic Inkjet, White",Technology,Machines,177.19
OFF-FA-10004503,"Accos Staples, Assorted Sizes",Office Supplies,Fasteners,4.85
TEC-CO-10003420,"Sharp Wireless Fax, High-Speed",Technology,Copiers,171.93
OFF-AR-10003620,"Boston Pencil Sharpener, Water Color",Office Supplies,Art,18.31
OFF-PA-10002666,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Office Supplies,Paper,4.44
OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art,3.43
TEC-AC-10003921,"Enermax Numeric Keypad, USB",Technology,Accessories,41.86
OFF-LA-10002325,"Smead Removable Labels, Adjustable",Office Supplies,Labels,5.3
OFF-AP-10001606,"KitchenAid Toaster, Black",Office Supplies,Appliances,70.14
OFF-SU-10004802,"Stiletto Shears, Serrated",Office Supplies,Supplies,19.34
OFF-LA-10003929,"Novimex Legal Exhibit Labels, Adjustable",Office Supplies,Labels,7.05
FUR-FU-10003095,"Linden 12"" Wall Clock With Oak Frame",Furniture,Furnishings,10.38
TEC-CO-10000279,"Hewlett Personal Copier, High-Speed",Technology,Copiers,77.98
TEC-AC-10004195,"Memorex Numeric Keypad, Bluetooth",Technology,Accessories,32.63
FUR-BO-10001318,"Safco Library with Doors, Mobile",Furniture,Bookcases,113.58
OFF-SU-10000180,"Acme Shears, Serrated",Office Supplies,Supplies,39.82
TEC-PH-10004223,"Cisco Speaker Phone, Full Size",Technology,Phones,79.79
FUR-BO-10001507,"Ikea Library with Doors, Traditional",Furniture,Bookcases,183.7
TEC-MA-10001622,"Okidata Card Printer, Red",Technology,Machines,98.09
FUR-CH-10000005,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,327.76
FUR-TA-10003386,"Hon Round Table, with Bottom Storage",Furniture,Tables,182.47
FUR-FU-10001541,"Tenex Photo Frame, Black",Furniture,Furnishings,25.23
FUR-BO-10000655,"Dania Classic Bookcase, Traditional",Furniture,Bookcases,304.05
FUR-BO-10004434,"Ikea Library with Doors, Traditional",Furniture,Bookcases,321.88
FUR-TA-10001558,"Barricks Training Table, Rectangular",Furniture,Tables,145.26
FUR-CH-10001220,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,70.68
TEC-AC-10003987,"Logitech Numeric Keypad, Programmable",Technology,Accessories,36.47
OFF-EN-10003770,"Kraft Manila Envelope, with clear poly window",Office Supplies,Envelopes,18.1
FUR-FU-10000702,"Tenex Frame, Black",Furniture,Furnishings,97.14
OFF-AR-10000340,"Boston Pens, Water Color",Office Supplies,Art,7.75
OFF-AVE-10003558,"Avery Round Labels, Alphabetical",Office Supplies,Labels,4.84
TEC-MA-10003121,"StarTech Card Printer, Wireless",Technology,Machines,109.15
TEC-SAN-10002954,"SanDisk Memory Card, Programmable",Technology,Accessories,94.18
OFF-LA-10002523,"Smead Removable Labels, Laser Printer Compatible",Office Supplies,Labels,5.4
TEC-MA-10003390,"Okidata Printer, Durable",Technology,Machines,103.72
TEC-CO-10003597,"Brother Copy Machine, High-Speed",Technology,Copiers,230.98
OFF-EN-10003176,"Cameo Manila Envelope, Set of 50",Office Supplies,Envelopes,10.66
OFF-SU-10000925,"Acme Shears, Easy Grip",Office Supplies,Supplies,36.11
OFF-FA-10003542,"Stockwell Staples, Bulk Pack",Office Supplies,Fasteners,5.28
FUR-TA-10003641,"Barricks Wood Table, with Bottom Storage",Furniture,Tables,158.95
OFF-BRE-10004872,"Breville Blender, Black",Office Supplies,Appliances,85.6
TEC-PH-10003486,"Apple Audio Dock, Cordless",Technology,Phones,81.72
TEC-AC-10004051,"Enermax Flash Drive, Programmable",Technology,Accessories,17.67
OFF-SU-10004791,"Fiskars Letter Opener, Easy Grip",Office Supplies,Supplies,15.31
OFF-LA-10003297,"Avery Removable Labels, 5000 Label Set",Office Supplies,Labels,4.7
OFF-PA-10001733,"Xerox Memo Slips, Recycled",Office Supplies,Paper,6.34
TEC-PH-10004182,"Motorola Smart Phone, Full Size",Technology,Phones,199.94
TEC-CO-10002659,"Sharp Fax Machine, Color",Technology,Copiers,237.35
FUR-FU-10002784,"Advantus Photo Frame, Duo Pack",Furniture,Furnishings,17.33
OFF-AR-10001654,"Stanley Highlighters, Fluorescent",Office Supplies,Art,13.12
OFF-GRE-10003899,"Green Bar Cards & Envelopes, Recycled",Office Supplies,Paper,42.71
TEC-CO-10004406,"Sharp Fax Machine, Digital",Technology,Copiers,185.01
FUR-BO-10001254,"Dania 3-Shelf Cabinet, Mobile",Furniture,Bookcases,133.42
OFF-AP-10000023,"Breville Toaster, Black",Office Supplies,Appliances,47.09
OFF-AP-10000844,"Breville Toaster, Black",Office Supplies,Appliances,47.75
TEC-PH-10000237,"Motorola Office Telephone, with Caller ID",Technology,Phones,38.66
TEC-CO-10001725,"Canon Ink, High-Speed",Technology,Copiers,80.06
OFF-FA-10001670,"Stockwell Thumb Tacks, Metal",Office Supplies,Fasteners,5.78
OFF-LA-10000713,"Novimex Removable Labels, Adjustable",Office Supplies,Labels,2.94
OFF-AR-10000156,"Binney & Smith Markers, Blue",Office Supplies,Art,7.93
OFF-AR-10004559,"Stanley Pencil Sharpener, Easy-Erase",Office Supplies,Art,11.48
FUR-CH-10003168,"Office Star Swivel Stool, Set of Two",Furniture,Chairs,96.38
OFF-AP-10001975,"Cuisinart Microwave, Black",Office Supplies,Appliances,145.5
TEC-AC-10002224,"Belkin Numeric Keypad, USB",Technology,Accessories,28.66
FUR-BO-10000184,"Sauder Floating Shelf Set, Mobile",Furniture,Bookcases,92.22
FUR-BO-10002592,"Safco Stackable Bookrack, Traditional",Furniture,Bookcases,73.06
TEC-MA-10003332,"Panasonic Receipt Printer, Durable",Technology,Machines,72.74
OFF-ST-10003331,"Smead Box, Single Width",Office Supplies,Storage,5.66
OFF-LA-10002389,"Smead Legal Exhibit Labels, Alphabetical",Office Supplies,Labels,3.48
OFF-AP-10002899,"Breville Toaster, Silver",Office Supplies,Appliances,68.86
FUR-FU-10000674,"Rubbermaid Photo Frame, Erganomic",Furniture,Furnishings,31.94
OFF-FA-10003703,"Accos Clamps, Assorted Sizes",Office Supplies,Fasteners,8.8
FUR-FU-10000444,"Advantus Stacking Tray, Erganomic",Furniture,Furnishings,16.95
OFF-EN-10003885,"Ames Interoffice Envelope, Set of 50",Office Supplies,Envelopes,24.16
OFF-LA-10004700,"Avery Color Coded Labels, Alphabetical",Office Supplies,Labels,7.2
OFF-AP-10000285,"Breville Microwave, Silver",Office Supplies,Appliances,134.84
OFF-ST-10001776,"Eldon Trays, Wire Frame",Office Supplies,Storage,35.19
OFF-AP-10002041,"Cuisinart Toaster, White",Office Supplies,Appliances,41.41
OFF-FA-10004243,"OIC Staples, Assorted Sizes",Office Supplies,Fasteners,8.3
OFF-AR-10004746,"Binney & Smith Highlighters, Easy-Erase",Office Supplies,Art,8.98
TEC-MA-10000374,"Konica Receipt Printer, Red",Technology,Machines,49.19
FUR-BUS-10001876,"Bush 3-Shelf Cabinet, Pine",Furniture,Bookcases,131.52
OFF-AR-10004652,"Sanford Highlighters, Water Color",Office Supplies,Art,11.56
OFF-AP-10000003,"KitchenAid Refrigerator, White",Office Supplies,Appliances,229.91
OFF-ST-10002530,"Rogers Lockers, Single Width",Office Supplies,Storage,111.36
OFF-HAM-10004805,"Hamilton Beach Coffee Grinder, White",Office Supplies,Appliances,19.17
FUR-FU-10003276,"Rubbermaid Light Bulb, Durable",Furniture,Furnishings,9.96
OFF-LA-10001865,"Avery Round Labels, 5000 Label Set",Office Supplies,Labels,5.79
FUR-BO-10002277,"Bush Floating Shelf Set, Mobile",Furniture,Bookcases,127.75
TEC-HEW-10001908,"Hewlett Fax and Copier, Laser",Technology,Copiers,141.55
OFF-PA-10002218,"Enermax Note Cards, Multicolor",Office Supplies,Paper,27.98
FUR-FU-10004281,"Eldon Light Bulb, Erganomic",Furniture,Furnishings,12.02
TEC-AC-10001406,"Enermax Memory Card, Programmable",Technology,Accessories,63.92
OFF-ENE-10002470,"Enermax Cards & Envelopes, 8.5 x 11",Office Supplies,Paper,43.49
TEC-PH-10004120,AT&T 1080 Phone,Technology,Phones,80.53
TEC-PH-10000647,"Samsung Office Telephone, VoIP",Technology,Phones,40.47
TEC-PH-10004554,"Samsung Audio Dock, VoIP",Technology,Phones,90.31
TEC-HP -10001115,"HP Ink, Digital",Technology,Copiers,91.7
TEC-BRO-10002579,"Brother Copy Machine, Laser",Technology,Copiers,257.07
OFF-AP-10000162,"Breville Microwave, Black",Office Supplies,Appliances,239.35
FUR-CH-10001187,"Novimex Chairmat, Set of Two",Furniture,Chairs,27.75
FUR-CH-10002435,"Novimex Executive Leather Armchair, Black",Furniture,Chairs,435.33
TEC-PH-10002699,"Cisco Signal Booster, Full Size",Technology,Phones,129.36
OFF-EN-10004801,"Ames Clasp Envelope, Security-Tint",Office Supplies,Envelopes,8.06
OFF-FA-10001419,"Stockwell Rubber Bands, 12 Pack",Office Supplies,Fasteners,7.76
OFF-ST-10001832,"Eldon Box, Blue",Office Supplies,Storage,6.54
OFF-GLO-10000813,"GlobeWeis Mailers, Recycled",Office Supplies,Envelopes,31.82
FUR-CH-10000527,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,360.89
OFF-PA-10001578,"Eaton Computer Printout Paper, Multicolor",Office Supplies,Paper,14.49
FUR-BO-10004312,"Bush Floating Shelf Set, Traditional",Furniture,Bookcases,120.01
OFF-PA-10003739,Xerox 1969,Office Supplies,Paper,2.19
FUR-TA-10001306,"Hon Wood Table, Adjustable Height",Furniture,Tables,234.28
OFF-AP-10004755,"KitchenAid Microwave, Black",Office Supplies,Appliances,291.66
TEC-APP-10001851,"Apple Headset, Full Size",Technology,Phones,53.09
FUR-BO-10001876,"Safco Corner Shelving, Pine",Furniture,Bookcases,85.09
FUR-CHR-10002278,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,326.5
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,3.91
FUR-TA-10002351,"Hon Training Table, Adjustable Height",Furniture,Tables,196.16
OFF-BRE-10004359,"Breville Coffee Grinder, White",Office Supplies,Appliances,52.71
OFF-PA-10001537,"Green Bar Note Cards, 8.5 x 11",Office Supplies,Paper,16.07
OFF-LA-10000321,"Novimex Color Coded Labels, Adjustable",Office Supplies,Labels,5.36
OFF-SU-10003866,"Acme Ruler, Easy Grip",Office Supplies,Supplies,14.52
OFF-JIF-10004213,"Jiffy Business Envelopes, Set of 50",Office Supplies,Envelopes,15.05
OFF-ACM-10001704,"Acme Letter Opener, Serrated",Office Supplies,Supplies,22.59
FUR-FU-10002185,"Eldon Photo Frame, Durable",Furniture,Furnishings,25.14
OFF-ADV-10004228,"Advantus Push Pins, Assorted Sizes",Office Supplies,Fasteners,8.47
FUR-BO-10003282,"Ikea Classic Bookcase, Mobile",Furniture,Bookcases,240.33
OFF-PA-10002371,"Green Bar Message Books, 8.5 x 11",Office Supplies,Paper,16.11
FUR-TA-10003006,"Hon Wood Table, Rectangular",Furniture,Tables,324.2
TEC-PH-10002799,"Apple Audio Dock, Full Size",Technology,Phones,92.43
TEC-PH-10000571,"Apple Audio Dock, with Caller ID",Technology,Phones,122.27
OFF-AR-10001570,"Sanford Canvas, Water Color",Office Supplies,Art,30.08
OFF-ST-10004050,"Fellowes Folders, Blue",Office Supplies,Storage,14.96
FUR-BO-10004098,"Ikea Stackable Bookrack, Pine",Furniture,Bookcases,79.43
FUR-FU-10000507,"Tenex Photo Frame, Duo Pack",Furniture,Furnishings,31.88
OFF-AME-10002697,"Ames Business Envelopes, Recycled",Office Supplies,Envelopes,8.21
FUR-BUS-10001781,"Bush Library with Doors, Metal",Furniture,Bookcases,270.53
FUR-HON-10002941,"Hon Swivel Stool, Set of Two",Furniture,Chairs,99.88
FUR-TA-10004353,"Chromcraft Wood Table, with Bottom Storage",Furniture,Tables,258.16
FUR-TA-10000226,"Chromcraft Conference Table, with Bottom Storage",Furniture,Tables,451.11
TEC-AC-10000317,"Logitech Memory Card, Programmable",Technology,Accessories,44.79
TEC-LOG-10002218,"Logitech Numeric Keypad, USB",Technology,Accessories,25.27
TEC-MA-10004172,"Konica Printer, Red",Technology,Machines,235.65
FUR-TA-10003518,"Chromcraft Training Table, Fully Assembled",Furniture,Tables,199.5
OFF-PA-10002930,"SanDisk Cards & Envelopes, Premium",Office Supplies,Paper,32.08
OFF-SU-10003973,"Elite Trimmer, Easy Grip",Office Supplies,Supplies,21.35
FUR-BO-10001452,"Dania Stackable Bookrack, Pine",Furniture,Bookcases,71.63
OFF-ST-10003811,"Smead Lockers, Single Width",Office Supplies,Storage,67.7
OFF-SU-10001595,"Kleencut Shears, Serrated",Office Supplies,Supplies,17.09
FUR-CH-10002938,"Novimex Chairmat, Red",Furniture,Chairs,38.21
OFF-FA-10004563,"Stockwell Clamps, Assorted Sizes",Office Supplies,Fasteners,8.12
OFF-SU-10001412,"Fiskars Scissors, High Speed",Office Supplies,Supplies,13.4
OFF-AP-10000600,"KitchenAid Coffee Grinder, Silver",Office Supplies,Appliances,39.88
OFF-BI-10003240,"Ibico Binding Machine, Economy",Office Supplies,Binders,30.51
OFF-HAM-10002778,"Hamilton Beach Microwave, Black",Office Supplies,Appliances,231.55
FUR-TA-10002582,"Barricks Coffee Table, Rectangular",Furniture,Tables,185.56
TEC-CO-10003633,"Canon Ink, Laser",Technology,Copiers,79.69
OFF-AP-10002134,"KitchenAid Coffee Grinder, White",Office Supplies,Appliances,49.95
OFF-AP-10002960,"Hamilton Beach Toaster, Black",Office Supplies,Appliances,49.32
TEC-AC-10003052,"SanDisk Mouse, Programmable",Technology,Accessories,23.16
OFF-NOV-10002610,"Novimex File Folder Labels, Alphabetical",Office Supplies,Labels,6.59
OFF-LA-10004108,"Avery Round Labels, 5000 Label Set",Office Supplies,Labels,6.67
OFF-SU-10004087,"Elite Scissors, Steel",Office Supplies,Supplies,15.56
OFF-FA-10003415,"Stockwell Push Pins, Bulk Pack",Office Supplies,Fasteners,9.61
